x,y,z
1.5,-9.18485099360515e-17,0.866025403784439
1.54382014290412,0.0615395868206835,0.890515040957681
1.58187963158025,0.116480021369895,0.910350667474998
1.66262726290992,0.23922635105405,0.947332924883279
1.68285124259638,0.271624812193339,0.955383385482482
1.76029268845208,0.403863546973013,0.981007009823289
1.77746073202917,0.435304110831114,0.985442003570315
1.83358564797353,0.545115632298039,0.99619959556999
1.85358363032065,0.587374379871068,0.998454406017201
1.90096486528643,0.696176495106928,0.999701468730095
1.91268972975591,0.725416081385529,0.998958315347437
1.95276494099406,0.834792109394683,0.992317692025734
1.96683385258446,0.877629861010221,0.988108677797727
2.00014753275675,0.992941973401004,0.972464130717557
2.03757918483786,1.16607469671107,0.937624489491105
2.06158105082662,1.36767531059511,0.880527434487321
2.06533727097954,1.49081281255686,0.837013046377861
2.06291409193453,1.57375848803659,0.803967340079902
2.05679769338443,1.6516982850498,0.77011801712173
2.04043826504514,1.76716412737257,0.714821625628783
2.01250036437535,1.89027650699559,0.648713217373908
1.93087315939011,2.11006449709957,0.509986514777935
1.87496264787975,2.21389022953188,0.433463145119932
1.78018076949251,2.34907127394365,0.320045574773051
1.72039735381691,2.4171169594405,0.255330640392979
1.49737101727166,2.59860596732815,0.0413344183005413
1.37046225302726,2.66607282318097,-0.0680151685811316
1.22485663995223,2.71935200469558,-0.186401484897081
0.938091364517768,2.75926096111689,-0.404885829195359
0.571629410870213,2.68478346033461,-0.667105675165199
0.430717066678784,2.60999489543339,-0.763932696999453
0.232088608821339,2.43975486502966,-0.892640614071625
0.183656640518313,2.38244810618517,-0.921019519598892
0.0463566516613038,2.17098892187584,-0.985186942020883
0.0107554324851879,2.10146417167968,-0.99483638647001
-0.0259676263910436,2.02228557326102,-0.999747915607382
-0.15978434744437,1.66985696483985,-0.94656408870609
-0.261094477650614,1.36209090236191,-0.789997012219907
-0.340853054311243,1.1328864967414,-0.576711686086415
-0.412044504378209,0.975503939988008,-0.338285236900973
-0.435003947855822,0.938667347490572,-0.260644086423314
-0.513240982795467,0.858530553938104,-0.0221562168734527
-0.540993598521497,0.842531686007727,0.050304172500652
-0.64429743860232,0.81304543144039,0.270863781909538
-0.703454191069769,0.80758258604084,0.370075539917413
-0.751722468766741,0.805947636556758,0.440212308031994
-0.911147391314276,0.806657441479815,0.621916594444558
-0.970800765976483,0.806826108165141,0.675137839923127
-1.11625342145342,0.803024934598762,0.780696286232378
-1.19519166426888,0.797465860978782,0.826330262735238
-1.36904876695787,0.774263999740286,0.904169084361948
-1.44493713872908,0.75877757456553,0.92984552147185
-1.70429743241386,0.676735011143976,0.986081840995585
-1.85347435043827,0.605208081214625,0.998738204731865
-2.00056639846863,0.512351084022011,0.997876666942334
-2.25628938257458,0.273367377952669,0.962073781948123
-2.48228994392949,-0.123123994271213,0.874324612703208
-2.56713978852683,-0.592233462566351,0.772867249551567
-2.49764955294934,-1.10407227374973,0.68259944449466
-2.37408748496957,-1.43197310904,0.634996746789134
-2.08892626037527,-1.89819927352331,0.5686966658246
-1.9417210898432,-2.07668774241871,0.53784085557022
-1.54624673231781,-2.44992373595017,0.441891728466886
-1.10225666193313,-2.74160094762679,0.296975741472344
-0.598972245713627,-2.93603537579483,0.0834748647060223
-0.473212958571681,-2.96217581570791,0.0229767511673029
-0.0989573675353101,-2.9834995945105,-0.171751744689019
0.0380262123501854,-2.96846363308815,-0.248206355894149
0.367646422772482,-2.87294534229593,-0.443299831065792
0.49762938327197,-2.80754906281107,-0.524663580734043
0.692647528394469,-2.67012049825348,-0.651676873822351
0.743362476538984,-2.62464805633539,-0.685697547932767
0.800727828166832,-2.56711966683756,-0.724664558666506
0.887188459130088,-2.46561316481646,-0.78430737311576
0.9472626565589,-2.38179210116061,-0.826287918791443
0.998548369561146,-2.29883652956372,-0.862332986754458
1.06983496141462,-2.15906122809462,-0.912272671181543
1.10063206412259,-2.08607384039129,-0.933483088394162
1.17715315907664,-1.84270451925712,-0.982434671870527
1.19953629945422,-1.73710062664834,-0.993818159592022
1.22994101900868,-1.49171660095998,-0.997778680878012
1.23418620716727,-1.40016108732428,-0.991043197846434
1.22891913313098,-1.16632657934856,-0.952119114313086
1.21883698784395,-1.056348621442,-0.92203638467876
