x,y
1.5,0.866025403784439
1.54345911907784,0.970175554533033
1.58076226821978,1.0572209129345
1.65936282976009,1.23216865687612
1.67907729758936,1.27407375567799
1.75538062216534,1.42824659893058
1.77258076923799,1.46118730360441
1.82997423016763,1.56613588076
1.85098718996473,1.60261756339417
1.90245501226473,1.68747575567921
1.91565528312144,1.70819249122538
1.96272358096059,1.77847948552515
1.98017833381088,1.80308439400609
2.0244546769637,1.86177768589728
2.0834957132005,1.93102200932839
2.14059588338064,1.98616847848698
2.16884680596939,2.00757115141065
2.18478807009036,2.01703597191272
2.19732110522884,2.0224000498469
2.21113071220043,2.02416823805643
2.21882096294015,2.01796634578681
2.21035723956721,1.98546199487159
2.19372692631769,1.95966756732488
2.1553681330392,1.91403998474774
2.12659908355975,1.88474491229151
1.9976771717477,1.77423205993221
1.91203157776412,1.71073974206903
1.80384328548173,1.6371532670041
1.55813742888265,1.48867165738433
1.16145642856367,1.28904700446705
0.970943476091401,1.20937763700831
0.64016968397776,1.09837103804662
0.543235091597278,1.07306437312308
0.214179617518166,1.01435727256233
0.111727693093713,1.00513741944425
-0.00322705830010548,1.00008722039034
-0.513020515719679,1.04434222357089
-0.989628812332334,1.17424179838467
-1.393174297813,1.33848098543585
-1.71925226766782,1.50410215553253
-1.80637570354665,1.55396845191505
-2.02598456845625,1.69448349182677
-2.07935301608603,1.73323685692993
-2.20477774837824,1.83835808248465
-2.24264365460837,1.8781686155627
-2.26204974838219,1.90277113325102
-2.28055251345162,1.94765658348179
-2.2758272352375,1.95347221262564
-2.24844646936091,1.94865665051801
-2.22685495811423,1.93637759716198
-2.16805316819708,1.88872092780654
-2.1386523418119,1.85969159246203
-2.02508254584865,1.72417475498326
-1.95143284665422,1.61953432195785
-1.87233902215534,1.49406879590197
-1.7126910456696,1.20263050230893
-1.5122026709057,0.775244474889046
-1.31424515503628,0.323280431993075
-1.09845600808888,-0.126009913516091
-0.940072965224756,-0.397981042118794
-0.657623612316088,-0.776328982844388
-0.522897618993737,-0.923048245938457
-0.170387755158946,-1.24942059438539
0.20882779804338,-1.55866393682255
0.596729959647922,-1.87616183960075
0.684232929578614,-1.95198092250676
0.918840284776276,-2.17065252083069
0.994325210555612,-2.2480422783199
1.15024012422586,-2.42712232383188
1.20036285670374,-2.4939684991522
1.26068873416354,-2.58760124379687
1.27289639202841,-2.61000633405693
1.28463731898014,-2.63394123691281
1.29751926848465,-2.6661873243939
1.30235918146403,-2.68470515302543
1.30315905935341,-2.69674895453982
1.29756675216729,-2.70433449823602
1.29190563050019,-2.70237556237643
1.26330077661853,-2.66788125448361
1.24747190940918,-2.63956337566454
1.20570340258631,-2.54089342013138
1.18894829391765,-2.49138324990391
1.14494723556952,-2.32890644120054
1.12426068474654,-2.23191391257281
1.07299043345465,-1.89650387381503
1.04232133942688,-1.55967481753211
1.01808515210937,-1.02320054683788
1.00721631262623,-0.458485421692826
1.00052702921952,-0.026146638582086
0.995006104426748,0.393857287761961
0.998136024114202,0.911693215967976
1.01678243167027,1.30743643472428
1.06675785976642,1.76632135401072
1.13758006269568,2.12548758366801
1.2123324323029,2.37021447406131
1.23271138741499,2.42204702546421
1.29052021407072,2.54155496104215
1.31483197858828,2.58041529832225
1.32936366647288,2.60038639149809
1.35093340629852,2.62519621530219
1.37205647685032,2.64300916093491
1.38446851157806,2.6496521386715
1.39711191719879,2.6522526017425
1.41005973871016,2.64731299233702
1.41641996355665,2.63817386869792
1.41974230121484,2.62698442651025
1.42091894893038,2.60300204932508
1.41666039650351,2.57119046556408
1.38470267128024,2.4725139906065
1.36289319302881,2.42391958605809
1.30104532553648,2.30888036345172
1.20026189322662,2.15304994720096
0.953257006963339,1.84098766590881
0.671085310146912,1.55205216199403
0.561285836084663,1.45476185626082
0.305290060356588,1.25837095056384
0.221239263893286,1.20295765811659
-0.0548817953472307,1.05142719761561
-0.150409565298422,1.00949517141551
-0.248248305338223,0.971844707774477
-0.348058431609084,0.938717204862045
-0.449450732699398,0.910243907898989
-0.552008508672353,0.886437692248805
-0.655312064509382,0.867198070787701
-0.75896108464391,0.852327855300138
-0.996318752893338,0.83318176738517
-1.16250268358281,0.830538865575342
-1.41082869782159,0.840464136094324
-1.88383713843529,0.897724243908239
-1.97295633551944,0.913739366834528
-2.28998540595516,0.986004661023969
-2.36556616973638,1.00760836315425
-2.52199097918437,1.0604109451379
-2.58131549779557,1.08454899807739
-2.67400019358882,1.13056190553782
-2.69872506490264,1.14595100045399
-2.72145849983918,1.16263985928027
-2.73713612803184,1.17721876092762
-2.74503705080809,1.18744340684084
-2.74899548060271,1.19782312787024
-2.74527652590568,1.20668585981588
-2.73807533711187,1.20977739086825
-2.72791200243096,1.21066489147156
-2.70542726613025,1.2076737807589
-2.674519599459,1.19851114094589
-2.54268935643156,1.13163757245649
-2.38093325533307,1.01661223893191
-2.18147088349544,0.842316931073851
-1.87612626619337,0.524989410510384
-1.57626689494351,0.175630521815045
-1.24259012959293,-0.215468633641947
-0.949727733934029,-0.518482263225072
-0.557638431009068,-0.830155888544644
-0.148819561550313,-1.05275348164768
0.243992876449315,-1.20250303020193
0.602326529727411,-1.31108018645426
1.14769195344933,-1.46671543328703
1.25723261666787,-1.50039390176839
1.62917796281782,-1.63026131010006
1.72881113038888,-1.6709687149381
1.95261853027047,-1.77725764634629
2.02515527690973,-1.81815993715044
2.15047337643335,-1.90269998653909
2.17277688343716,-1.92099600638015
2.19108514909759,-1.93744441322111
2.21752821659134,-1.96535079335158
2.23023963437005,-1.98348753044104
2.23478229452052,-2.00037589753258
2.23120258490176,-2.00455561367824
2.20415148869683,-1.99863365530399
2.1754557505663,-1.98137766209672
2.12135125099874,-1.93762116134658
2.09433655518428,-1.91211756339735
2.00133425026613,-1.8107730318615
1.95208917987089,-1.75003652117465
1.85423748916838,-1.61707927366645
1.79687181120539,-1.53223524301294
1.63351296148023,-1.26529564813045
1.37428850685079,-0.768929750268683
1.15160495248847,-0.261661486189867
1.06656648392446,-0.0387568255762294
0.954678074493653,0.297783306536167
0.867569989743811,0.621540274434733
0.802416060423616,0.940644082648047
0.744694084494607,1.40223858239187
0.731509442689136,1.87180179280262
0.765732673123078,2.28810326476673
0.821400718963755,2.55187959000994
0.839438978628292,2.60942983698394
0.882438613429387,2.71505960612147
0.904279908442934,2.75498931698427
0.918764764568247,2.77697340253375
0.938860525104463,2.80168312347215
0.960511178658789,2.8204940211491
0.974672976762049,2.82789926191973
0.990318385438202,2.83054499051025
1.00552687291733,2.82539901760508
1.01451753714719,2.81662853471219
1.0218442364239,2.80360285013822
1.02912137453452,2.77698629086583
1.03176340287934,2.74454138568937
1.0193746364192,2.63562469260502
1.0066548014566,2.58248261267987
0.959596221214393,2.44023333782343
0.882004503990536,2.26313325865649
0.679419291011537,1.90918180104063
0.408567442666989,1.54912798717729
0.310801090144383,1.44096937010515
0.0807540433071152,1.2244242582156
-6.73019472607894e-05,1.15990616046842
-0.212771813789798,1.01584848570301
-0.305600608570112,0.963707454494302
-0.392787878892186,0.920130918926754
-0.900708645224639,0.752579548530314
-1.41947384462603,0.690798263333943
-1.91334185158532,0.698129796040119
-2.29314266206049,0.740580037091728
-2.55227787954007,0.79355216134161
-2.60514725272735,0.808127317322541
-2.73707088677942,0.854471182144208
-2.77672119593,0.873149736393473
-2.79718298387987,0.88447457218386
-2.8190177678043,0.898763001936198
-2.83863551487955,0.915834296878091
-2.84659592362668,0.926721036495862
-2.8493969601655,0.936872321514193
-2.8458580431013,0.945161090891835
-2.83832444630285,0.9498425314252
-2.82581514873429,0.952639271840421
-2.79701862312995,0.951902952404358
-2.76468734725918,0.945900118359448
-2.63818760932725,0.899525352165749
-2.58491484809937,0.8733416479016
-2.42011446185044,0.775842289819799
-2.34863651873205,0.727256810333179
-2.06472061167124,0.505162365544554
-1.68900621788264,0.159198628677397
-1.31257578640584,-0.211467961422328
-0.923422358784251,-0.565001298169975
-0.53505948258648,-0.844925083702441
-0.121418529797918,-1.06131416996447
0.0811302023810502,-1.14449240956276
0.354238996341964,-1.24180870170473
0.556423515170406,-1.30746062698709
1.00601639294347,-1.45015838846548
1.11668911118484,-1.48705311450803
1.3065161234939,-1.55409635615259
1.41356203356831,-1.59470282684505
1.50561254651395,-1.63168467347079
1.60751981146562,-1.67531928108278
1.70553507769392,-1.72053628546413
1.79791486085884,-1.76678622972201
1.87702577417017,-1.80995029683881
1.95572503506124,-1.85718185692125
2.01764037750967,-1.89847092812531
2.05107818714799,-1.92287288898726
2.15988197730785,-2.02454654012732
2.17570305506378,-2.05249442212083
